//ID	Skill Name	Identify if it is a lifeskill	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy	item dummy	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
0112	Метеоритный дождь	1	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	93,5	1	1	3	800	4	2	0	0	4	0	0	SkillSp_Lxjy	0	0	SkillArea_Square_Lxjy	0	Skill_Lxjy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lxjy	1	1	13	0	62	-1	107	0	-1	0,0	0,0	-1	-1	-1	0	0	63	-1	0	-2	106	0	s0112.tga	0	0	Дождь стрел с неба на указанную область, наносит массовый урон	На 1-м уровне наносит 60% урона по площади. Наносимый урон увеличивается на 10% за уровень	Тратится 46 МН	0
0113	Зажигательная пуля	1	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	78,5	1	1	1	600	4	2	0	0	4	0	SkillArea_State_Rsd	SkillSp_Rsd	0	0	SkillArea_Square_Rsd	0	Skill_Rsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Rsd	1	1	7	0	64	-1	254	0	1	255,0	0,0	0	-1	1	0	0	65	-1	0	-2	111	0	s0113.tga	0	0	Устрой в районе поджог. Нанеси урон целям и сожги их	Deals 33 damage per second over 10s at Level 1. Also debuffs target causing 10 damage per sec for 10s. Damage increased by 3 per skill level	величивается на 2 МН за каждый уровень навыка.	0
0114	Dispersion Bullet	1	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	1	1	3	600	4	2	0	0	2	0	0	SkillSp_Ssd	0	0	SkillArea_Sector_Ssd	0	Skill_Ssd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ssd	2	1	7	-1	-1	-1	0	0	1	108,0	0,0	0	-1	1	2000	1000	-1	2	109	0	0	0	0	0	0	0	0	0	0
0115	Проникающая пуля	1	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	2	0	0	1	0	0	SkillSp_Ctd	0	0	SkillArea_Line_Ctd	0	Skill_Ctd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ctd	2	1	7	-1	-1	-1	0	0	1	108,0	0,0	0	-1	1	1012	1500	-1	2	110	0	0	0	0	0	0	0	0	0	0
0116	Истинное зрение	1	13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	80,2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Syzy	SkillSp_Syzy	0	0	SkillArea_Square_Syzy	0	Skill_Syzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Syzy	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	s0116.tga	0	0	Помогает обнаружить скрытый отряд. Будут обнаружены все скрытые отряды в радиусе действия	Длительность 35 сек. Увеличивается на 15 сек. за каждый уровень навыка.	На 1-м уровне расходует 13 МН. На каждом следующем уровне – еще на 3 МН больше.	0
0117	Великое исцеление	1	13,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dzy	0	0	SkillArea_Circle_Dzy	0	Skill_Dzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dzy	1	1	11	0	-1	2	113	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	1	114	0	0	0	0	0	0	0	0	0	0
0118	Мощное восстановление	1	13,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dhfs	0	0	SkillArea_Circle_Dhfs	0	Skill_Dhfs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dhfs	1	1	11	0	-1	-1	0	0	1	159,0	0,0	-1	-1	-1	0	0	-1	-1	133	0	149	0	0	0	0	0	0	0	0
0119	Проклятый огонь	1	14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	116,3	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Zzzh	SkillSp_Zzzh	0	0	SkillArea_Square_Zzzh	0	Skill_Zzzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zzzh	1	1	12	0	94	-1	157	0	1	243,0	0,0	-1	-1	-1	0	0	95	-1	0	-2	185	0	s0119.tga	0	0	Понижает защиту целей в окрестностях.	На 1-м уровне понижает защиту на 12%. На каждом следующем уровне умения понижает защиту еще на 2%, длительность эффекта увеличи	Тратится 20 МН	0
0120	Контргард	1	14,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Sdbz	SkillSp_Sdbz	0	0	SkillArea_Square_Sdbz	0	Skill_Sdbz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sdbz	1	1	12	0	-1	-1	0	0	1	150,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
0121	Бездонное болото	1	14,10	1,-1	1,9	1,-1	-1	2	1	0	-1	119,4	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Synz	SkillSp_Synz	0	0	SkillArea_Square_Synz	0	Skill_Synz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Synz	1	1	12	0	96	-1	237	0	1	238,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	239	0	s0121.tga	0	0	Уменьшает скорость движения противников в пределах досягаемости	Уменьшает скорость цели на 30% в течение 20 секунд на 1 ур. С каждым следующим уровнем скорость уменьшается еще на 3%, а время	Требует 55 МН на уровне 1. Плюс 5 МН на каждый уровень умения.	0
0122	Исцеляющий источник	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	103,2	1	1	1	600	5	2	0	0	3	0	SkillArea_State_Hfwq	SkillSp_Hfwq	0	0	SkillArea_Square_Hfwq	0	Skill_Hfwq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hfwq	1	1	12	0	82	-1	241	0	1	242,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	165	0	s0122.tga	0	0	Создает область, где постоянно лечатся дружественные персонажи	Ускоряет восстановление в 2,2 раза на 1 ур. на 17 сек. Ускоряет восстановление в 0,2 раза, продолжительность увеличивается на 2	На 1-м уровне расходует 32 МН. На каждом следующем уровне – еще на 2 МН больше.	0
0123	Скрытность	1	9,10	1,1	1,1	1,-1	-1	2	1	1	-1	65,3	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Ys	0	0	0	0	Skill_Ys_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ys	1	1	12	0	52	-1	121	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.tga	0	0	Становитесь невидимым для других	Conceals for 30s and consumes 5.5 SP every 5s at level 1. Reduces SP consumption by 0.5 SP and duration increases by 5s per skill level	Тратится 10 МН	0
0124	Воскрешение	1	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	98,4	1	1	1	800	6	1	0	0	0	0	0	SkillSp_Fh	0	0	0	Skill_Fh_Begin	Skill_Fh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fh	1	1	12	0	116	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	148	0	0	0	s0124.tga	0	0	Оживляет погибшего персонажа	Оживляет мертвых. Для навыка необходим Оживляющий клевер. Каждый уровень умения сокращает время восстановление на 1,5 секунды.	Устранить расход 50 МН	0
0125	Поклонение тотему	1	8,10	1,-1	1,2	1,27	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0125.tga	0	0	0	0	0	0
0126	Исследование пороха	1	12,10	1,-1	1,12	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0126.tga	0	0	0	0	0	0
0127	Рык тигра	1	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	222,4	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hx	0	0	SkillArea_Circle_Hx	0	Skill_Hx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hx	1	1	12	0	-1	-1	294	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s0127.tga	0	0	Понижает силу атаки и скорость целей в радиусе	Уменьшает дополнительную атаку на 3 единицы и скорость перемещения на 1% на 15 секунд на каждый уровень навыка	Тратится 20 МН	0
0128	Слюна ящера	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1027	1600	-1	2	226	-1	0	0	0	0	0	0	0	0	0
0129	Игла дурмана	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zcmtl	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	0	0	227	0	0	0	0	0	0	0	0
0130	Камень энта	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1028	4000	-1	2	0	-1	0	0	0	0	0	0	0	0	0
0131	Удар Панды	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1029	1300	-1	2	229	-1	0	0	0	0	0	0	0	0	0
0132	Болт терранца	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1031	1300	-1	2	230	-1	0	0	0	0	0	0	0	0	0
0133	Удар Наяды	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1032	1000	-1	2	231	-1	0	0	0	0	0	0	0	0	0
0134	Устрица	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1030	1300	-1	2	232	-1	0	0	0	0	0	0	0	0	0
0135	Пузырачатый моллюск	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1035	1600	-1	2	235	-1	0	0	0	0	0	0	0	0	0
0136	Детеныш ледяного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1033	1500	-1	2	233	-1	0	0	0	0	0	0	0	0	0
0137	Ледяной дракон	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	0	0	0	0	0	0	0
0138	Колчан тени	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	900	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	173	-1	0	0	-1	0,0	0,0	0	6	-1	1036	4000	-1	2	131	0	0	0	0	1	0	0	0	0	0
0139	Туман снежной королевы	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	8	0	-1	9	262	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	235	0	0	0	0	0	0	0	0	0	0
0140	Огненный шар шамана	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	10	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1041	1300	-1	2	0	0	0	0	0	0	0	0	0	0	0
0141	Нападение вервульфа	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1042	4000	-1	2	0	0	0	0	0	0	0	0	0	0	0
0142	Огненный шар гигантского слизня	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	10	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1043	1300	-1	2	0	0	0	0	0	0	0	0	0	0	0
0143	Куб королевксого пингвина	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	7	-1	1044	1500	-1	2	0	0	0	0	0	0	0	0	0	0	0
0144	Дротик крота-ниндзи	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1045	1500	-1	2	0	0	0	0	0	0	0	0	0	0	0
0145	Сердце русалки	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1046	800	-1	2	0	0	0	0	0	0	0	0	0	0	0
0146	Защитник реликвий	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	0	0	264	0	0	0	0	0	0	0	0
0147	Волна королевской черепахи	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	10	0	-1	-1	263	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	0	0	0	0	0	0	0	0	0	0	0
0148	Пузырь водяной танцовщицы	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1047	1000	-1	2	0	0	0	0	0	0	0	0	0	0	0
0149	Грязь грязедемона	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1048	1600	-1	2	0	0	0	0	0	0	0	0	0	0	0
0150	Рука дурмана	1	-1,10	1,-1	1,-1	1,-1	-1	0	0	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Melee_End	0	0	0	atk=atk(0)+5	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7,8,9	0	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	98	2	131	0	0	0	0	1	0	0	0	0	0
0151	Ангел - хранитель	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	10	311	0	-1	0,0	0,0	0	-1	-1	1051	600	-1	2	0	0	0	0	0	0	0	0	0	0	0
0152	Душа богини	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	8	0	-1	-1,10	312,313	0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	314	0	0	0	0	0	0	0	0	0	0
0153	Проклятие снежной королевы	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7,8,9	0	-1	9	262	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	235	0	0	0	0	0	0	0	0	0	0
0154	Бросок короля грязи	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7,8,9	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1048	1600	-1	2	0	0	0	0	0	0	0	0	0	0	0
0155	Прислужник Хаоса	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TXSCT	0	Skill_TXSCT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	584	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	№ЦОпјјДЬ	№ЦОпјјДЬ	0	0
0200	Рубка леса	0	-1,10	1,-1	1,18	1,-1	-1	1	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	SkillSp_Ks	0	0	0	0	Skill_Ks_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ks	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	Вооружитесь топором, чтобы нарубить бревен	На 1-м уровне можно собирать плоды только с деревьев 1-го класса. Класс деревьев, с которых вы можете собирать плоды, повышается	Пассивный	0
0201	Добыча руды	0	-1,10	1,-1	1,19	1,-1	-1	1	0	0	-1	-1	1	1	1	200	19	1	0	0	0	0	0	SkillSp_Wk	0	0	0	0	Skill_Wk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Wk	1	1	28	0	122	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	216	0	0	0	digging.tga	1	0	Воспользуйтесь киркой для добычи руды	Можно добывать только руду 1-го уровня на 1-м уровне навыка. Уровень руды, доступной для добычи, повышается с ростом уровня н	Пассивный	0
0202	Сидение	0	-1,10	1,-1	1,-1	1,-1	-1	1	1	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Zx_Use	Skill_Zx_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	32	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0042.tga	0	0	Восстановление ЖЗ	Восстанавливает ЖЗ за 3 сек	Пассивный	0
0210	Усердие	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jr_Use	Skill_Jr_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0210.tga	0	0	Увеличивает скорость восстановления МН персонажа	Восстанавливает 2 пункта за 3 секунды на 1-м уровне. С ростом уровня количество пунктов увеличивается на 1	Пассивный	0
0211	Водоток	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	210,2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Sl_Use	Skill_Sl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0211.tga	0	0	Повышает скорость корабля	На 1-м уровне увеличивается на 6%. На каждом следующем уровне – еще на 1%.	Пассивный	0
0212	Броня из раковин	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	211,1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Bkzj_Use	Skill_Bkzj_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0212.tga	0	0	Увеличивает защиту судна	Повышается на 8 пунктов. За каждый уровень умения добавляется по 3 пункта.	Пассивный	0
0213	Торнадо	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	211,2	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Jf	0	0	0	0	Skill_Jf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jf	1	1	12	-1	100	-1	272	0	0	0,0	0,0	0	-1	-1	0	0	101	-1	273	0	0	0	s0213.tga	0	0	Equip Wind Coral to twirl target up into the air	Duration of 3.5s at Level 1. Requires Wind Coral to be equipped. Increases duration by 0.5s per skill level	Consumes 27 SP at Level 1. Increases by 2 SP per skill level	0
0214	Молния	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	210,1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Lj	0	0	0	0	Skill_Lj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lj	1	1	12	-1	102	2	269	0	0	0,0	0,0	0	-1	-1	0	0	103	-1	270	0	0	0	s0214.tga	0	0	Equip Thunder Coral to strike target with lightning	Damage is determined by skill level and Spirit. Requires Thunder Coral to be equiped	Consumes 27 SP at Level 1. Increases by 2 SP per skill level	0
0215	Переплетение водорослей	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	213,5	1	2	2	800	4	1	0	0	0	0	0	SkillSp_Hzcr	0	0	0	0	Skill_Hzcr_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hzcr	1	1	7	0	104	-1	275	0	0	0,0	0,0	0	-1	-1	0	0	105	-1	276	0	0	0	s0215.tga	0	0	Uses seaweed to bind and damage target	Deals target 5 damage per sec over 6s. Increases damage by 1 point and duration by 2s per skill level	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0216	Коралловый луч	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	212,5	1	1	1	600	4	2	0	0	1	0	0	SkillSp_Bkcj	0	0	SkillArea_Line_Bkcj	0	Skill_Bkcj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Bkcj	1	1	13	0	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	0	0	0	s0216.tga	0	0	Uses Strike Coral to damage targets in a straight line	Damage is determined by skill level and Spirit. Requires Strike Coral to be equipped	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
0217	Попутный ветер	1	16,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	213,4	1	2	2	0	2	2	0	0	3	0	0	SkillSp_Sf	0	0	SkillArea_Circle_Sf	0	Skill_Sf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sf	1	1	12	0	108	-1	285	0	0	247,0	0,0	-1	-1	-1	0	0	-1	-1	286	0	0	0	s0217.tga	0	0	Uses Wind Coral to summon wind to boost sailing speed of ships in an area	Requires Wind Coral to be equipped	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
